"Node1(x,y)","Node2(x,y)",edgelength,slope,has_exit,has_source
"(-15787.31188, 145997.64611)","(-15729.51778, 145999.12351)",0.057812980424554426,12.5731,False,False
"(-15787.31188, 145997.64611)","(-15787.28958, 145997.36971)",0.000277298124770629,12.5731,False,False
"(-16901.01498, 146258.24251)","(-16866.2624, 146260.20966)",0.03480821017775622,12.8492,True,False
"(-16901.01498, 146258.24251)","(-16947.74987, 146239.2565)",0.05044421194778468,12.8492,True,False
"(-16950.40388, 145927.21101)","(-16947.68288, 145888.20451)",0.039101290045842695,12.8492,False,False
"(-16950.40388, 145927.21101)","(-16895.18318, 145962.59211)",0.06558313766281766,12.8492,False,False
"(-16527.80848, 146720.16621)","(-16508.75848, 146725.45791)",0.019771307212473055,19.4408,False,False
"(-16527.80848, 146720.16621)","(-16575.39698, 146694.19711)",0.0542130933175696,19.4408,False,False
"(-16732.57288, 147267.53061)","(-16779.85178, 147209.55951)",0.07480603465242329,16.6009,False,False
"(-16732.57288, 147267.53061)","(-16708.17078, 147284.20071)",0.029552575495556267,16.6009,False,False
"(-17383.47268, 146512.73251)","(-17431.09778, 146484.95121)",0.05513574865457291,16.6009,False,False
"(-17383.47268, 146512.73251)","(-17301.45168, 146548.45131)",0.08946103685091222,16.6009,False,False
"(-17455.50558, 146283.11341)","(-17483.28698, 146293.43221)",0.029635853613489197,11.2587,True,False
"(-17455.50558, 146283.11341)","(-17428.73138, 146282.43121)",0.026782889733558725,11.2587,False,False
"(-17585.47128, 146083.55771)","(-17584.29268, 146084.84391)",0.0017445367293389793,11.2587,False,False
"(-17585.47128, 146083.55771)","(-17594.57248, 146074.45621)",0.012871252607643323,11.2587,False,False
"(-17604.91598, 146044.22811)","(-17604.61218, 146047.70121)",0.0034863617210526172,11.2587,False,False
"(-17604.91598, 146044.22811)","(-17605.81818, 146040.86081)",0.0034860685779088208,11.2587,False,False
"(-16541.61008, 146855.45961)","(-16590.82228, 146806.67931)",0.06929183427308452,16.6009,False,False
"(-16541.61008, 146855.45961)","(-16503.51168, 146877.60601)",0.04406757442292261,16.6009,False,False
"(-16733.13058, 145999.26771)","(-16790.52688, 145977.65901)",0.06132920323450552,12.8492,True,False
"(-16733.13058, 145999.26771)","(-16665.39888, 146004.98321)",0.06797242179840489,12.8492,True,False
"(-17477.51798, 146038.18001)","(-17532.31638, 146000.78011)",0.06634468450879355,11.2587,False,False
"(-17477.51798, 146038.18001)","(-17425.29968, 146084.21491)",0.06961295046828522,11.2587,False,False
"(-16873.64618, 145833.86851)","(-16842.68988, 145841.01231)",0.03176989751525403,12.8492,False,False
"(-16873.64618, 145833.86851)","(-16902.74038, 145822.23081)",0.03133541981416219,12.8492,False,False
"(-17564.72388, 146629.03351)","(-17559.30218, 146623.61201)",0.0076673002510657465,15.1538,False,False
"(-17564.72388, 146629.03351)","(-17576.58668, 146640.89591)",0.01677624980737908,15.1538,False,False
"(-17670.73148, 145989.60261)","(-17642.55368, 146007.84691)",0.033568480682472764,11.2587,False,False
"(-17670.73148, 145989.60261)","(-17686.82358, 145982.87991)",0.01743990761730773,11.2587,False,False
"(-16872.68518, 145742.98941)","(-16860.77888, 145766.80201)",0.02662329616050943,9.93244,False,False
"(-16872.68518, 145742.98941)","(-16898.08518, 145693.77681)",0.05538086310955964,9.93244,False,False
"(-16651.88498, 146512.53441)","(-16640.79428, 146437.36001)",0.07598811776750597,12.5731,False,False
"(-16651.88498, 146512.53441)","(-16687.14608, 146475.99741)",0.05077693907876557,19.4408,False,False
"(-16651.88498, 146512.53441)","(-16643.10178, 146543.56047)",0.03224532526373086,19.4408,True,False
"(-17814.36968, 146785.82141)","(-17807.09698, 146786.29371)",0.00728801979827264,15.1538,False,False
"(-17814.36968, 146785.82141)","(-17826.19928, 146787.32361)",0.01192459814836485,15.1538,False,False
"(-17311.59518, 145946.59821)","(-17312.92008, 145943.21301)",0.0036352357626334647,12.8492,False,False
"(-17311.59518, 145946.59821)","(-17289.62448, 146002.73401)",0.060282167347639797,12.8492,False,False
"(-17252.20658, 146095.49431)","(-17258.47331, 146122.32185)",0.027549751493333878,11.2587,False,False
"(-17252.20658, 146095.49431)","(-17262.17758, 146075.14551)",0.022660417084429698,11.2587,False,False
"(-17601.54048, 146104.68971)","(-17634.61218, 146052.50331)",0.06178315050117345,12.8492,False,False
"(-17601.54048, 146104.68971)","(-17589.76888, 146152.32161)",0.04906494129386811,12.8492,False,False
"(-16762.44028, 146619.75251)","(-16678.84838, 146610.41981)",0.08411126580250644,16.6009,False,False
